Timestamp,Score,What is your grade level? ,"Have you received any formal instruction related to personal finance in school (e.g., budgeting, credit, loans, investing)?  ","If ""yes"" or ""unsure"", please describe briefly (e.g., what grades, topics, depth, etc)","  In your opinion, how important is it for high school students (ages 14-18) to learn about personal finance?  ","How confident do you feel in your ability to make basic personal finance decisions (e.g., budgeting, saving, understanding credit)?  ",1. What’s the most important first step in setting up a long-term financial plan? ,2. What’s a good example of using automation to manage your personal finances? ,3. What is the most responsible first move for building your credit? ,"4. When you can’t pay off your credit cards in full, what’s the smartest strategy to reduce your debt long-term? ","5. If you invest $100 a month starting at age 21 and earn 7% annually, what would your account balance be at age 91? ",6. Which of these statements accurately reflect the risks associated with investing? ,7.  Which metric best helps you compare the cost vs. benefit of college borrowing? ,8. What’s the most efficient method to eliminate student loan debt? ,9. What consequences are likely to occur if you default on your student loans? ,"10. When reviewing a loan application, lenders usually examine the following core areas:",11. Your monthly loan payments are based on:,"12. If inflation is 3%, what does that mean for your personal finances?",Is there anything else you'd like to share about your experience with and/or opinions on financial literacy education?  ,"Would you like to learn more about Project 57 and potentially get involved? If so, please enter your email below:"
6/12/2025 11:10:23,3 / 12,Freshman (9th),No,,4,2,"A. Define your life, career, and financial goals in writing","B. Direct deposit for paychecks, automated bill payments, auto-transfers to savings, and a budgeting app or platform","B. Create a plan with a working budget, emergency fund, and repayment strategy.",A. Pay a little more than the minimum monthly amount across all your credit cards.,"B. Between $150,000–$225,000, depending on circumstances.","B. Losses are capped at 20% across stocks and real estate, so if you invest $10,000, the most you can lose is $2,000.",B. Dollar-cost averaging for student debt,A. Make slightly higher payments than the minimum on all your loans,A. The loan holder can take legal action against you,"C. Home equity, cash flow, asset reports, and debt-to-liquidity ratio",A. Annual Percentage Yield (APY),"A. Stocks, bonds, and mutual funds will automatically adjust by 3% to match inflation",,
6/12/2025 11:12:22,4 / 12,Freshman (9th),Not sure,8th grade learning how to do taxes.,5,3,"A. Define your life, career, and financial goals in writing","B. Direct deposit for paychecks, automated bill payments, auto-transfers to savings, and a budgeting app or platform",D. Both A and B,E. Not sure,D. None of the above.,"E. A, C, and D.",B. Dollar-cost averaging for student debt,A. Make slightly higher payments than the minimum on all your loans,D. A and C,"D. Liquidity, credit history, asset report scoring, and debt load",A. Annual Percentage Yield (APY),E. Not sure,,
6/12/2025 11:13:07,4 / 12,Freshman (9th),No,N/A,5,2,"A. Define your life, career, and financial goals in writing","B. Direct deposit for paychecks, automated bill payments, auto-transfers to savings, and a budgeting app or platform",D. Both A and B,E. Not sure,D. None of the above.,"E. A, C, and D.",D. All of the above,A. Make slightly higher payments than the minimum on all your loans,D. A and C,"A. Credit score, available savings, educational background, and job history","C. Annual Percentage Rate (APR), D. Loan duration",E. Not sure,I think that more schools (middle schools and high schools) should incooperate content like this into their curriculum. ,
6/12/2025 11:13:08,5 / 12,Freshman (9th),Yes,About getting jobs and handling money,5,3,C. Open a basic savings account to begin earning interest.,"B. Direct deposit for paychecks, automated bill payments, auto-transfers to savings, and a budgeting app or platform",D. Both A and B,B. Pay off the smallest balance first to gain momentum.,C. Over $1.5 million.,"E. A, C, and D.",D. All of the above,A. Make slightly higher payments than the minimum on all your loans,D. A and C,"A. Credit score, available savings, educational background, and job history",B. Interest rate charged,C. You need to earn 3% more in net income just to maintain your current standard of living,,
6/12/2025 11:14:21,10 / 12,Freshman (9th),Yes,In 8th grade we had a brief course on personal finance,5,2,"A. Define your life, career, and financial goals in writing","B. Direct deposit for paychecks, automated bill payments, auto-transfers to savings, and a budgeting app or platform",D. Both A and B,C. Pay the maximum you can afford on the card with the highest interest rate.,C. Over $1.5 million.,"E. A, C, and D.",A. College feasibility test,C. Max out payments (within budget) on the highest interest loan,D. A and C,"B. Credit history, equity, financial assets, and debt-to-income ratio","B. Interest rate charged, D. Loan duration",C. You need to earn 3% more in net income just to maintain your current standard of living,"While I did take an 8th grade course, it didn't go too in-depth or really force us to learn the information well, so I didn't take much away from that particular class.",
6/13/2025 2:51:21,6 / 12,Freshman (9th),No,,5,4,"A. Define your life, career, and financial goals in writing",D. Avoid automating anything—manual tracking is more accurate,"B. Create a plan with a working budget, emergency fund, and repayment strategy.",C. Pay the maximum you can afford on the card with the highest interest rate.,C. Over $1.5 million.,"E. A, C, and D.",D. All of the above,B. Target the smallest outstanding balances first to knock them out,E. All of the Above,"B. Credit history, equity, financial assets, and debt-to-income ratio",C. Annual Percentage Rate (APR),D. You need to grow your savings by 3% every year to keep pace,,
6/13/2025 12:07:56,7 / 12,Senior (12th),Yes,,5,5,"A. Define your life, career, and financial goals in writing","B. Direct deposit for paychecks, automated bill payments, auto-transfers to savings, and a budgeting app or platform",D. Both A and B,A. Pay a little more than the minimum monthly amount across all your credit cards.,C. Over $1.5 million.,"E. A, C, and D.",C. Return on investment (ROI),C. Max out payments (within budget) on the highest interest loan,C. The government may take your state and federal tax refunds to pay off your student loans,"A. Credit score, available savings, educational background, and job history","C. Annual Percentage Rate (APR), D. Loan duration",C. You need to earn 3% more in net income just to maintain your current standard of living,,
6/13/2025 21:44:15,9 / 12,Senior (12th),No,,5,5,"A. Define your life, career, and financial goals in writing","B. Direct deposit for paychecks, automated bill payments, auto-transfers to savings, and a budgeting app or platform",D. Both A and B,C. Pay the maximum you can afford on the card with the highest interest rate.,"A. $141,598.","E. A, C, and D.",C. Return on investment (ROI),C. Max out payments (within budget) on the highest interest loan,D. A and C,"B. Credit history, equity, financial assets, and debt-to-income ratio","B. Interest rate charged, C. Annual Percentage Rate (APR), D. Loan duration",C. You need to earn 3% more in net income just to maintain your current standard of living,,
6/20/2025 23:08:33,5 / 12,Senior (12th),Not sure,,5,3,"A. Define your life, career, and financial goals in writing","B. Direct deposit for paychecks, automated bill payments, auto-transfers to savings, and a budgeting app or platform",D. Both A and B,C. Pay the maximum you can afford on the card with the highest interest rate.,"B. Between $150,000–$225,000, depending on circumstances.","E. A, C, and D.",D. All of the above,C. Max out payments (within budget) on the highest interest loan,E. All of the Above,"D. Liquidity, credit history, asset report scoring, and debt load",D. Loan duration,D. You need to grow your savings by 3% every year to keep pace,,
6/20/2025 23:23:06,10 / 12,Senior (12th),No,,5,2,"A. Define your life, career, and financial goals in writing","B. Direct deposit for paychecks, automated bill payments, auto-transfers to savings, and a budgeting app or platform",D. Both A and B,C. Pay the maximum you can afford on the card with the highest interest rate.,C. Over $1.5 million.,"E. A, C, and D.",C. Return on investment (ROI),C. Max out payments (within budget) on the highest interest loan,D. A and C,"B. Credit history, equity, financial assets, and debt-to-income ratio","A. Annual Percentage Yield (APY), B. Interest rate charged, D. Loan duration",C. You need to earn 3% more in net income just to maintain your current standard of living,,
6/20/2025 23:35:34,8 / 12,Senior (12th),Yes,Took a financial literacy course during my sophomore year.,4,3,"A. Define your life, career, and financial goals in writing","B. Direct deposit for paychecks, automated bill payments, auto-transfers to savings, and a budgeting app or platform",D. Both A and B,C. Pay the maximum you can afford on the card with the highest interest rate.,C. Over $1.5 million.,"E. A, C, and D.",D. All of the above,C. Max out payments (within budget) on the highest interest loan,D. A and C,"A. Credit score, available savings, educational background, and job history","A. Annual Percentage Yield (APY), C. Annual Percentage Rate (APR)",C. You need to earn 3% more in net income just to maintain your current standard of living,,
6/20/2025 23:39:53,5 / 12,Junior (11th),No,,4,2,"A. Define your life, career, and financial goals in writing",A. Using a spreadsheet to list bills and writing down a monthly budget.,"B. Create a plan with a working budget, emergency fund, and repayment strategy.",C. Pay the maximum you can afford on the card with the highest interest rate.,D. None of the above.,"A. You could lose all your stock investment, and real estate losses can exceed your initial amount",D. All of the above,C. Max out payments (within budget) on the highest interest loan,D. A and C,"D. Liquidity, credit history, asset report scoring, and debt load","B. Interest rate charged, C. Annual Percentage Rate (APR), D. Loan duration",D. You need to grow your savings by 3% every year to keep pace,,
6/20/2025 23:52:24,6 / 12,Senior (12th),Yes,Financial literacy all aspects of finance primarily investing and loans. ,3,5,C. Open a basic savings account to begin earning interest.,A. Using a spreadsheet to list bills and writing down a monthly budget.,"B. Create a plan with a working budget, emergency fund, and repayment strategy.",A. Pay a little more than the minimum monthly amount across all your credit cards.,"A. $141,598.","E. A, C, and D.",D. All of the above,A. Make slightly higher payments than the minimum on all your loans,D. A and C,"B. Credit history, equity, financial assets, and debt-to-income ratio","B. Interest rate charged, D. Loan duration",C. You need to earn 3% more in net income just to maintain your current standard of living,No thanks. ,
6/20/2025 23:54:16,7 / 12,Senior (12th),No,,4,3,C. Open a basic savings account to begin earning interest.,"B. Direct deposit for paychecks, automated bill payments, auto-transfers to savings, and a budgeting app or platform","B. Create a plan with a working budget, emergency fund, and repayment strategy.",B. Pay off the smallest balance first to gain momentum.,C. Over $1.5 million.,"E. A, C, and D.",D. All of the above,B. Target the smallest outstanding balances first to knock them out,D. A and C,"B. Credit history, equity, financial assets, and debt-to-income ratio","A. Annual Percentage Yield (APY), B. Interest rate charged, C. Annual Percentage Rate (APR), D. Loan duration",C. You need to earn 3% more in net income just to maintain your current standard of living,"I think it’s a little bit irrational that 18 year olds are allowed to get credit cards when most of them (I assume) have not have formal education on financial literacy. I say this out of personal experience, as I’m literally allowed to get a credit card in less than 2 months and I barely knew any of the questions in that quiz. However, I am taking a personal finance class in school this year!",
